[ 2016-08-18T22:14:20+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:18:40+08:00 ] /QA/index.php/Index/checkUsername | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-08-18T22:18:40+08:00 ] /QA/index.php/Index/checkUsername | SQL: SELECT `id` FROM `wl_index_user` WHERE ( `username` = 'jinpeng' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-18T22:18:41+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:18:41+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run CheckRoute Behavior [ RunTime:0.004000s ]
[ 2016-08-18T22:18:41+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --END-- [ RunTime:0.004000s ]
[ 2016-08-18T22:18:41+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:18:41+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:18:41+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:18:41+08:00 ] /QA/index.php/Index/checkUsername | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-08-18T22:18:41+08:00 ] /QA/index.php/Index/checkUsername | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011000s ]
[ 2016-08-18T22:18:41+08:00 ] /QA/index.php/Index/checkUsername | SQL: SELECT `id` FROM `wl_index_user` WHERE ( `username` = 'jinpeng' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010001s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | SQL: SELECT `id` FROM `wl_index_user` WHERE ( `username` = 'jinpeng' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002001s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002001s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | SQL: SELECT `id` FROM `wl_index_user` WHERE ( `username` = 'jinpeng' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-08-18T22:18:42+08:00 ] /QA/index.php/Index/checkUsername | SQL: SELECT `id` FROM `wl_index_user` WHERE ( `username` = 'jinpeng' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-18T22:18:44+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:18:44+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:18:44+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:18:44+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:18:44+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:18:44+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:18:44+08:00 ] /QA/index.php/Index/checkUsername | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-08-18T22:18:44+08:00 ] /QA/index.php/Index/checkUsername | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.013001s ]
[ 2016-08-18T22:18:44+08:00 ] /QA/index.php/Index/checkUsername | SQL: SELECT `id` FROM `wl_index_user` WHERE ( `username` = 'jinpeng' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-18T22:18:47+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:18:47+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:18:47+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:18:47+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:18:47+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:18:47+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:18:47+08:00 ] /QA/index.php/Index/checkUsername | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-08-18T22:18:47+08:00 ] /QA/index.php/Index/checkUsername | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.014000s ]
[ 2016-08-18T22:18:47+08:00 ] /QA/index.php/Index/checkUsername | SQL: SELECT `id` FROM `wl_index_user` WHERE ( `username` = 'jinpeng' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-18T22:18:49+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:18:49+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2016-08-18T22:18:49+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-08-18T22:18:49+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:18:49+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003000s ]
[ 2016-08-18T22:18:49+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003000s ]
[ 2016-08-18T22:18:49+08:00 ] /QA/index.php/Index/checkUsername | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-08-18T22:18:49+08:00 ] /QA/index.php/Index/checkUsername | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010001s ]
[ 2016-08-18T22:18:49+08:00 ] /QA/index.php/Index/checkUsername | SQL: SELECT `id` FROM `wl_index_user` WHERE ( `username` = 'jinpeng' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-18T22:18:51+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:18:51+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:18:51+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:18:51+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:18:51+08:00 ] /QA/index.php/Index/checkUsername | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:18:51+08:00 ] /QA/index.php/Index/checkUsername | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:18:51+08:00 ] /QA/index.php/Index/checkUsername | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-08-18T22:18:51+08:00 ] /QA/index.php/Index/checkUsername | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.012001s ]
[ 2016-08-18T22:18:51+08:00 ] /QA/index.php/Index/checkUsername | SQL: SELECT `id` FROM `wl_index_user` WHERE ( `username` = 'jinpeng' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.012001s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 5   [ RunTime:0.000000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | NOTIC: [8] Undefined index: uid IndexAction.class.php 第 23 行.
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT `experience`,`money` FROM `wl_index_user` WHERE ( `id` = null ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt DESC LIMIT 10   [ RunTime:0.000000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.029002s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.029002s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:14+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | SQL: SELECT * FROM `wl_question` WHERE ( `cid` = 6 ) AND ( `solve` = 0 )  [ RunTime:0.000000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | SQL: SELECT * FROM `wl_question` WHERE ( `cid` = 6 ) AND ( `solve` = 1 )  [ RunTime:0.000000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ view_template ] --START--
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Run LocationTemplate Behavior [ RunTime:0.004001s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ view_template ] --END-- [ RunTime:0.004001s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ view_parse ] --START--
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Run ParseTemplate Behavior [ RunTime:0.025001s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025001s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ view_filter ] --START--
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ view_end ] --START--
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:19:15+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.001001s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001001s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.001000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.013000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.013001s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | NOTIC: [8] Undefined index: uid IndexAction.class.php 第 23 行.
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SELECT `experience`,`money` FROM `wl_index_user` WHERE ( `id` = null ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt DESC LIMIT 10   [ RunTime:0.000000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.042003s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.042003s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.003000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:17+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.003000s ]
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.011001s ]
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.013001s ]
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | SQL: SELECT question.id AS id,question.ask_content AS ask_content,question.money_reward AS money_reward,question.solve AS solve,question.ask_time AS ask_time,question.cid AS cid,question.answer AS answer,question.uid AS uid,IndexUser.username AS username,IndexUser.experience AS experience FROM wl_question question LEFT JOIN wl_index_user IndexUser ON question.uid = IndexUser.id WHERE ( question.id = 1 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.010001s ]
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.012000s ]
[ 2016-08-18T22:19:18+08:00 ] /QA/index.php/Show/index/id/1 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,IndexUser.id AS uid,IndexUser.username AS username,IndexUser.experience AS experience,IndexUser.answer AS answer,IndexUser.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user IndexUser ON answer.uid=IndexUser.id WHERE ( `qid` = 1 ) AND ( answer.adopt = 1 ) LIMIT 1   [ RunTime:0.001000s ]
